query,answer,image
How many colors make up the logo on the shirt next to the right arm of Nico Hülkenberg?,three,a6efb89f9bb09b34cefce8fee9f5a0fd
What shape is at the top of the logo of the 2000 IIHF World U18 Championships?,cross,ef10b2c6ebbb2ed598cb4fa37ca1929c
What is stacked up behind Wizards of Waverly Place?,bricks,9b58cd135434cf7031f03c19cad86014
"Is Redding, California near water?",yes,d759826fe5939061d635a4bfba5bbd0a
What are people standing on in the bottom right photo in this collage of Chicago?,grass,3322e5824cfbc40968ca24e289486d6c
What color hair does Kenny Rogers have?,white,19c7eab796cbd368d0fdeb6494e6fc60
What color eyes does Fernando Rodney have?,brown,48576cf5f8982dfeb92af1ff68ebbf33
Are thre players on the field in this match of the 2013–14 UEFA Europa League?,yes,f91a85c560b96fa27e539954d8c20de2
What color are the seat in the 2015–16 UEFA Europa League stadium?,blue,406ef8ad7bdc1fb0057a920be1d3c57e
What color is the background of the Crossbones (TV series) logo?,red,4cc1795d63373190c6a39730fb68de7b
What color is the background of Legends of Tomorrow?,black,bd6386bcfd3709c3aa5c6fdcb7ed3dc0
How many planets are shown in this image of the Solar system?,eight,ded3e262b1279903c09951ddaf26a59e
What shape is the top portion of the Saturn Award?,circle,980677c2ed1e82728413f9534802c212
How many animals are in the advertisement for Ice Age (2002 film)?,four,5cdd7b16f0eb16b16e118ae19de08c74
what is the color of the border of the LSK Kvinner FK logo,black,d080aa47fdc4c08e0bfcd976f5fa7830
How many people are on the album cover of The Life of Clutchy Hopkins?,one,1eb4850ba857c7b43f13f31286d52715
Is the Toyota Land Cruiser a sedan or SUV?,suv,04cfd589ecacc1fd757a8be6ffc8d38e
What is occurring below and around the MRAP,explosion,8c08619f8837460421954285216bb243
What object is the Sporting Clube de Goa logo in the shape of?,shield,385717c5f10cb4c6258df58f52dffb2f
Does San Benedetto del Tronto have a water fountain?,yes,fdc9047d915ab0ac5a312282c965aad5
What color is the Stanley Cup?,silver,2e5bde290ef47a055e2237822e4d564c
What protective gear is the FC Utrecht logo shaped like?,shield,461c3e827932abad1a825e0ae833dc17
What color are Gilles De Bilde eyes?,brown,706c41effc59009fb8e1ad9215943662
Does Jens Toornstra play sports?,yes,6fab11099486de4963133b05dd98fb72
What type of ball is on the ground in Association Football Forward?,soccer,36d003cc7611e2c23e99e7f8db3454a3
Does South of Nowhere have more white or black people on it's logo?,white,07fe7be521cb5a696c87a0a86ff88d04
Is the message above Special Rescue Exceedraft written in English?,no,fd7077545a8f41c8ea5cf648f8a0aeb5
What is on Martin Finn (hurler)'s head?,helmet,8b00fbc72cb4e263ed1f2fe950b7f14b
Are the lines in the Rogers Centre logo connected?,no,86af04a07199a9af3d70180fab76044b
Is Regis Laconi wearing a purple uniform?,no,2dc55478860590e5323cd0e90ad9811d
How many people are shown in the poster for How I Met Your Mother?,four,08f3a8eb12378a9d90d7c567afe3e3c3
What is around the neck of K.J. Yesudas?,chain,17dd5c2897c622a18a1ffc6110c85e2f
Is there a bindi on P.Leela's forehead?,yes,48c7b669497c6dc6b4ebea2d8943331e
What objects are on the award Dolly Parton is holding?,hands,9b886772d616aa23c883526e0786afbd
What is Maroon 5 currently doing?,performing,015f860efb98b6a068b3d88835215e76
What is the top of the Golden Globe Award shaped like?,globe,d92cf09e11d74f9c2e24c05d625c8ae2
Is Fernando Alonso smiling?,yes,6c2c8ba4e2acbdddb2bce92f5e22e362
Does Jikki wear the traditional bindi dot on her forehead?,yes,e47ca0af6423230260371ffbbbb5014d
Is Lausanne a dense or open city according to this picture?,dense,c493891bd216330af06ef4f99e7ae9ee
What primary color is the MTH Racing engines?,gray,db3371c2f4be4da40d966faae8cbba34
Is there a bird on the logo for Al Shabab Al Arabi Club Dubai?,yes,d121dbf9201d225e5f4bbf3a4670bd14
Is George Gershwin looking straight or sideways?,straight,97824ac3ff87d076639d4a924705624d
Is the Jerusalem Film Festival open?,yes,366a1b1a6a6a618fbeabe451c8934be1
What color is Lady Gaga Jacket?,red,c0b54476aeb0ad69aae3a3a07c5b0972
How many dancers are shown on stage on the poster for Chicago (musical)?,seven,eacdc0b5013dd88d7297325b9d04a6ff
Does the team in the light or dark tops have the ball currently in this picture from the 2007–08 NFL playoffs?,dark,da47909760526725e7ec149769211ef0
What sport is Mounir El Hamdaoui playing?,soccer,711823eb03b25bf015293abd20e66bd6
What brand of shirt is Luis Suarez wearing?,puma,0720b040052c1f7a13d06fb48afc4a3b
How many stars are on a Roy Makaay's kit?,one,ada348ad093a712e01e2f9c0c5964b02
Does Danijel Pranjić have stubble for facial hair?,yes,d0d294a549bc6932871846841cb43cdd
What's on the sole of Ibrahim Afellay shoes?,crampons,0bf05d7a378af512d70d1e819ff7d1db
What color is the hat Desdemona is wearing?,green,7de269a9353dcbd20ff8136687ba0eff
What is Rosalind (As You Like It) sitting on in the poster?,tree,671f0c6d5e5d44768419cd5975030e50
What is the background color of the 2002 World Artistic Gymnastics Championships logo?,red,27a704df5ef231baeafe8ee348fd4780
What object is on the bottom of this logo for Gymnastics at the 2004 Summer Olympics?,trampoline,89533cee844f1a475cfb57dad4d028cc
Did Elvin Bishop wear overalls on stage at the Boston's on the Beach performance?,yes,bb3bb54410b841795b7b5aee707bb6f6
Are the stadiums empty at Russian Premier League?,no,27e23a91212c7eb42059b88e824f7cc1
What object is shown in the dead center of this poster for Chariots of Fire?,torch,b4c86e43697c077ab6097e15e18ec5c6
Is the barb wire on the poster for Foyle's War in a blue colour?,no,680ad18ef1349910625f6ff733c9bcad
What color hair does Giorgio Armani have?,white,89c1b7c3c061cc80bb98d99cbbec50dd
How many towers are seen in this picture of Alexandria?,three,a8e05c92344d35492a9cfedbc7261fdc
What can be seen in the far distance in the photo of Las Vegas?,mountains,32dfc1980650c104da9fb2c37daff1bb
What is the woman holding in her hand on the cover of Saturday Love?,sunglasses,e0e406754ce4320053b64c93ef458a01
What is Alexander O'Neal holding in his right hand?,microphone,2441a83cb16f04b253f2ec9e53905b8f
"In the poster of baritone, how many keys are highlighted yellow?",one,e67dc741da5e752509a5b2c78eea84ef
Are the two helmets exactly the same in 1995 Denver Broncos season?,yes,43c7e0bb61abc7fde3d5a0349698db09
What color makes up the background of the 1995 Carolina Panthers season logo?,black,33763a9c81632e1f912fadefd5d6533a
How many uniform combinations are shown in this photo for the 1995 St. Louis Rams season?,two,f8c2868b7df9032c5484f59e20952dde
How many different colors make up the RCA Dome logo?,two,1e741fa4e3ee974461a5b09d9ac44bbb
What color are the seats in Candlestick Park?,red,5d0dda0da720280106fddf64b043c774
Does the lady on the cover of Almost Famous have sunglasses on?,yes,1cb81000e30369eeb33654a9f653e7e6
How many people are on the cover of The Spy Who Loved Me (film)?,2,8cae34009b5a3b995a9f01afcbcff6d4
Are the stands full or empty in this image of the field used for the 2017-18 Scottish League Two?,empty,0fa0a3ecd20bd8fdf6b2b6ddce0db766
What shape is at the center of the EFL League Two logo?,circle,97e36d22aebc632ca3bb06307a5e3be9
What is the crouching man holding in 800 metres?,camera,0261558127c48759da3d141f39e532e4
What is on P.U. Chinnappa's wrist?,watch,2f9d23265142c63453b86d52be8de564
What color is the border of the Chip Ganassi Racing poster,black,28f5c343178a9eda18d5bc4db47f133c
What style of facial hair does the doctor have?,moustache,a039e412bd8579bb1bbe6f954dda3efe
What structure is over the water in this photo of Zaragoza?,bridge,405b5dce614ca92dec8334a9c3cf75b2
What is being held up to A. J. Allmendinger's chin?,microphone,5b4b0209c5829c3ab159a7005deab246
What is resting on top of Will Power's head?,sunglasses,cff831b29d8165fd700c5b893ed3ff77
What is Justin Wilson (racing driver) wearing on his head?,sunglasses,c5b7dedb1a69f97370e6126adf15bfee
Is the background of the Doctor Who poster shiny or not?,shiny,fe1d61b05493cc86bd648abcbd644e63
What outerwear is Rory Williams wearing?,vest,a31c6279ed557c61fe992498dd9fc6d6
How many different pictures of Moscow are seen here?,six,2926c9e79ebd38dc2fbd4b8741312d84
How many photos make up this collage of Asuncion?,six,1390f1d74c4cb7626130652668b62ec4
How many photos make up this collage of Adelaide?,six,7b234a3979c1417611833cfa38f4f651
How many photos make up this collage of Buenos Aires?,five,287d270f16601a9fe4410f40858e631f
What sport does John Sadri play?,tennis,2c7eb77db0291eeb45e4280235058900
What is James Blake (tennis) wearing on his head?,headband,b7d203db863d255160b3000dcdbbf605
What surrounds Ireland on all sides?,water,08385781a9f5b82d0fab539f68e59399
Is will.i.am wearing a shirt under this suit?,yes,7935e81543f914c02aaaf24a2fe1eae6
What is Fabolous wearing over his eyes?,sunglasses,3ba53c38a2334ce07b52e0ead159e00c
How many purple and white uniforms are associated with the 1994 Minnesota Vikings season?,one,d90da6fcc54fd9caee23a3f670503eb4
What is in front of Three Rivers Stadium,water,656abad863a55492fb107a8f1eb4be99
Does Dan Marino have a long hair or short?,short,7a99ef8ecc5d9102487c5ad32c313da7
What type of plant is seen in the A Country Practice screen?,tree,20c01c497b0509cc905edeb102937533
What color is the outermost layer of the logo for Burnley F.C.?,yellow,73b87bb89329c830512b669e9fe36e21
What is the color of the border of the shield on the Barnsley F.C. logo?,yellow,3be96d3d62ebf9e6b0a3f46e90696eed
What color lipstick is Taylor Swift wearing?,pink,06b20247b254715e56dce63791481df1
how many wires are coming out of the headphones around David Guetta's neck?,one,4da6e5db8f3aca38d4705db24d1fbb38
What color shirt is Ed Sheeran wearing?,black,999f5e2e7d3e91808ced5907d5c97bd0
Which hand does Laura Gemser use to support her chin?,right,098068583c2442af40c33b3774adbfc6
What type of facial hair does John Lennon have besides a moustache?,beard,d5bca06b976791c90ef1a6be2d67e64d
How many buttons can be seen on the shirt of Paul McCartney?,one,f60d2f2a63b0b44744cf583ef42f11e4
What does the man next to Rusty Wallace have on his head?,cap,8efd7002c5e145a9a5f5cf5ab6eb19ae
What is on the face of Ricky Rudd?,sunglasses,34c477cfae81abbda28462811a18233c
"What celestial bodies are present in this advertisement for Time and Eric Awesome Show, Great Job!?",stars,c51cdcaa900f180dce6007a1d3a2a7e1
How many characters are on the poster of Oz the Great and Powerful,four,b0bd6757a48f3396fde6531ddafbc4c6
what is Pemra Özgen playing,tennis,b4313fbe976c2bbdcacbdc4110b61ff4
What type of vehicles are lining the road in the bottom left photo in this collage of Liverpool?,cars,938da5676a7dfc85000936fe87f84bb4
How many buses are shown in this picture of Madrid?,two,5eb012385a10b00b17dd46029050aea3
How many birds are in the Notts County F.C. logo?,two,849675804d8fd6fd365fe2c8471425bf
Is this a modern or old photo of a member of the Commonwealth Liberal Party?,old,0a6bbf14113651f1500f8692c1ec9da2
How many fingers is Kokane holding up?,one,045e31d121411e7b4adc3f6c7f24ae2b
Is this a pullover or a zipper the Dr. Dre is wearing?,zipper,b880eb001b7b19f63dcdf112cd4b15bf
What type of flag can be found in Mississippi?,confederate,33002a89d4b97618a27a90454ef225f6
What color is the person in the Melbourne Storm logo wearing?,purple,b5fafc9de980037c99a86c0855730a93
"In Wembley Stadium, what color are the seats?",red,33a7424f926aec996dbca0acd2815daf
How many different images make up this collage of New Orleans?,seven,d08d69e6470266bf510a3ef0f025bd80
What overall shape is the logo for Rochdale A.F.C.?,circle,612f6e26528ec76ba9063d42e7e20a4e
What appendages are coming out of the animal's backsides on the logo for Sutherland A.F.C.?,tails,4b07a82075f207dd3d36b9ac3f2652cb
What type of ball is featured on the Stockport County F.C. logo?,soccer,396e87f6209e96943fed3fc8d0ed21ff
What does the person have around his hands in Welcome to New York (2014 film)?,handcuffs,ab849106909c2d28893b49705b2bfa77
Is the Camel (cigarette) camel yellow?,yes,5403c4347367efbd5a6aec65f08cf6e3
What type of device are the men admiring in Lamborghini V12?,engine,a9bd89afd278607c5e2c121f133d3cd8
What is Martin Donnelly (racing driver) holding in his right hand?,pen,c1165a60cbf2a5a8af4a571c36ae731c
What is Apollinariia Panfilova wearing on her feet?,skates,dddf30d131273fb94314792e0b16eb9b
What is Dmitry Rylov wearing on his feet?,skates,737c628126e1a4a6dc35fff0e09fa85d
Is Polina Kostiukovich taller or shorter than her male partner?,shorter,aebac55b2368ab83aebe3f49e878a4f3
What animal is on the arrow in Barrow A.F.C. logo?,bee,4f2212bf8a2512fe91a9833d27519bc9
What color is the car parked up against the curb at the stadium that was used in the 2012–13 Burton Albion F.C. season?,white,122997be5a2e9b3f3749ad10e0ebfe03
"EFL League Two has a logo made up of red, blue, and what other color?",white,97e36d22aebc632ca3bb06307a5e3be9
What shape is on the flag of Denmark?,cross,1f51c2fa0ff4c9937f24bfece3eee0d7
what color is the base of the Golden Raspberry Awards,gold,1c4e222a64367ac5334fea9489f6a5bf
What is Burke Badenhop getting ready to throw?,baseball,fcf99cceb138ca9af402d4626fc7efc4
What color is John Merivale's name printed in on the Caltiki – The Immortal Monster poster?,red,260ddf8cfd8839a6b91963dadf863dc1
What direction is the arrow in the sign pointing in Amsterdam?,up,7aa92d67f7643a9ac4584c95fe3ea1bd
Are there double decker buses in Madrid?,yes,5eb012385a10b00b17dd46029050aea3
What type of structure is shown in the bottom right corner of the New York City collage?,bridge,bbc66fb789c0c669715df33c27868c96
How many uniform options were there for the 2004 New England Patriots season?,three,1b3d5c8b5c9882387eda16705172626e
What sport was played in the 2004 Green Bay Packers season?,football,3f7e0576e1cc32f747f3c80e8e9328bb
Are the same two colors present in both uniform options for the 2004 New York Jets season?,yes,6439611676e451a2ac24859539660706
How many photos of Melbourne make up this collage?,six,b1e3471501fed319044afd363afc295a
How many uniforms are shown for the 2008 New England Patriots season?,two,df3b2c504b377793b7275e9ec6cd1e2f
How many different uniform combinations are shown for 2008 Cincinnati Bengals season?,three,4c8915b9c1df690b2a661f33108e7c40
What kind of shoes are 100 metres wearing?,sneakers,17c736841f0ad905829eee694674fa62
What is this Shot put athlete wearing around his head?,headband,a008045ce7846591a557058958c34286
How are runners separated in the 400 metres?,lanes,78536b542fda80b7e28370e03be1e791
What surface are the 100 metres hurdles performed on?,track,9561132d1478bcb258e81857cf4f2168
What surface is the 100 metres hurdles performed on?,track,bc71e39d5a815c6be5fb6deb7b13c44a
How many athletes can be seen launching from their starting blocks in this photo of the 200 metres?,five,360273e63e31c862e94fe3aa9e9d18d3
"In the 800 metres race, what is the occupation of the man kneeling down?",photographer,0261558127c48759da3d141f39e532e4
What kind of animal is in F Is for Family?,dog,09600af2a9cce8c6098312744d8e1195
How many stars are on the  Mississippi state flag?,thirteen,33002a89d4b97618a27a90454ef225f6
What is the main background color in this advertisement for EastEnders?,green,d5d70a97210f6408851bc4201050ee58
